CRN,Subj,Crse,Sec,Type,Title,Days,Time,Instructor,Location
2800,GEOG,305,001,Lecture,Soils and Environment.,WF,10:05 am-11:25 am,Christian   von Sperber,BURN 306
2801,GEOG,305,002,Laboratory,Soils and Environment.,M,02:35 pm-04:25 pm,Christian   von Sperber,BURN 608
2802,GEOG,305,003,Laboratory,Soils and Environment.,M,11:35 am-01:25 pm,Christian   von Sperber,BURN 608
2803,GEOG,305,004,Laboratory,Soils and Environment.,W,01:05 pm-02:55 pm,Christian   von Sperber,BURN 608
2804,GEOG,305,005,Laboratory,Soils and Environment.,F,02:35 pm-04:25 pm,Christian   von Sperber,BURN 608
2805,GEOG,311,001,Lecture,Economic Geography.,WF,04:05 pm-05:25 pm,Sebastien Mathieu  Breau,BURN 306
2806,GEOG,314,001,Lecture,Geospatial Analysis.,TR,01:05 pm-02:25 pm,Bernhard Ludwig  Lehner,BURN 306
2807,GEOG,314,002,Laboratory,Geospatial Analysis.,F,01:05 pm-03:55 pm,Bernhard Ludwig  Lehner,BURN 511
2808,GEOG,314,003,Laboratory,Geospatial Analysis.,F,10:05 am-12:55 pm,Bernhard Ludwig  Lehner,BURN 511
2809,GEOG,315,001,Lecture,Urban Transportation Geography.,MW,11:35 am-12:55 pm,Kevin Baxter  Manaugh,BURN 306
2810,GEOG,321,001,Lecture,Climatic Environments.,TR,08:35 am-09:55 am,Sara Helen  Knox,BURN 306
2811,GEOG,325,001,Lecture,New Master-Planned Cities.,MW,01:05 pm-02:25 pm,Sarah   Moser,BURN 306
2812,GEOG,351,001,Lecture,Quantitative Methods.,T,10:05 am-11:25 am,TBA,BURN 511
2813,GEOG,351,002,Laboratory,Quantitative Methods.,T,10:05 am-11:25 am,TBA,BURN 511
2814,GEOG,360,001,Lecture,Analyzing Sustainability.,TR,11:35 am-12:55 pm,Brian E.  Robinson,BURN 511
2815,GEOG,360,002,Lecture,Analyzing Sustainability.,TR,11:35 am-12:55 pm,Brian E.  Robinson,BURN 511
2816,GEOG,381,001,Lecture,Geographic Thought and Practice.,T,02:35 pm-05:25 pm,Sarah E. J.  Turner,BURN 308
2818,GEOG,401,001,Workshop,Socio-Environmental Systems: Theory and Simulation.,M,02:35 pm-05:25 pm,Graham Kyle  MacDonald,BURN 511
2819,GEOG,401,002,Workshop,Socio-Environmental Systems: Theory and Simulation.,M,02:35 pm-05:25 pm,Graham Kyle  MacDonald,BURN 306
2822,GEOG,417,001,Seminar,Urban Geography.,T,11:35 am-02:25 pm,Benjamin   Forest,BURN 308
2823,GEOG,418,001,Lecture,Geographies of Race.,WF,02:35 pm-03:55 pm,Darius   Scott,BURN 306
2830,GEOG,505,001,Lecture,Global Biogeochemistry.,R,11:35 am-02:25 pm,"Nigel Thomas   Roulet , Sara Helen  Knox",BURN 426
2831,GEOG,506,001,Lecture,Advanced Geographic Information Science.,M,11:35 am-02:25 pm,Raja   Sengupta,BURN 511
7071,GEOG,522,001,Lecture,Advanced Environmental Hydrology.,M,02:35 pm-05:25 pm,Genevieve   Ali,BURN 308
2833,GEOG,535,001,Lecture,Remote Sensing and Interpretation.,W,11:35 am-02:25 pm,Margaret   Kalacska,BURN 511
7060,GEOG,540,001,Lecture-demonstration,Topics in Geography 1.,T,02:35 pm-05:25 pm,Genevieve   Ali,TBA
2834,GEOG,617,001,Seminar,Advanced Urban Geography.,T,11:35 am-02:25 pm,Benjamin   Forest,BURN 308
5095,GEOG,631D2,001,Lecture,Methods of Geographical Research.,T,10:05 am-11:25 am,Nigel Thomas   Roulet,BURN 308
4972,GEOG,631N1,001,Lecture,Methods of Geographical Research.,T,10:05 am-11:25 am,Nigel Thomas   Roulet,BURN 308
2841,GERM,197,001,Seminar,FYS: Images of Otherness.,TR,08:35 am-09:55 am,Tove Katrina  Holmes,SH680 294
5098,GERM,202D2,001,Lecture,"German Language, Beginners.",MWF,09:35 am-10:25 am,Sun-Young   Kim,SH680 451
5099,GERM,202D2,002,Lecture,"German Language, Beginners.",MWF,10:35 am-11:25 am,Sun-Young   Kim,SH680 451
5100,GERM,202D2,003,Lecture,"German Language, Beginners.",MWF,11:35 am-12:25 pm,Sun-Young   Kim,SH680 365
2842,GERM,260,001,Lecture,Introduction to German Literature 2.,TR,04:05 pm-05:25 pm,Karin   Bauer,SH680 355
2843,GERM,300,001,Lecture,German Language Intensive Intermediate.,MTRF,02:35 pm-03:55 pm,Maria Karleen  Morrison,SH680 1085
5101,GERM,307D2,001,Lecture,German Language - Intermediate.,MWF,04:35 pm-05:25 pm,Maria Karleen  Morrison,SH680 365
5102,GERM,307D2,002,Lecture,German Language - Intermediate.,MWF,12:35 pm-01:25 pm,Maria Karleen  Morrison,SH680 391
2844,GERM,325,001,Lecture,German Language - Intensive Advanced.,MTRF,02:35 pm-03:55 pm,Sun-Young   Kim,SH680 495
2845,GERM,326,001,Lecture,Topics: German Language and Culture.,TR,02:35 pm-03:55 pm,Paul   Peters,SH680 391
2846,GERM,352,001,Lecture,German Literature - 19th Century 3.,TR,10:05 am-11:25 am,Tove Katrina  Holmes,SH680 451
2847,GERM,365,001,Lecture,Modern Short Fiction.,TR,04:05 pm-05:25 pm,Katrin   Rohrbacher,SH680 365
2848,GERM,372,001,Topics Course,Topics in German Cinema.,F,11:35 am-02:25 pm,Daniel Paul  Schwartz,BIRKS 111
2849,GERM,390,001,Topics Course,Topics in 21st Century German Literature and Culture.,TR,11:35 am-12:55 pm,Karin   Bauer,SH680 395
2851,GERM,645,001,Lecture,German Literature - 20th Century 1.,W,02:35 pm-05:25 pm,Paul   Peters,SH680 465
7142,GPHL,201,001,Lecture,Population and Global Health Ethics.,T,02:35 pm-05:25 pm,"Timothy Grant  Evans , Jodi   Tuck",MC2001 1140
2853,GSFS,200,001,Lecture,Feminist and Social Justice Studies.,M,08:35 am-11:25 am,Maria Cecilia  Hwang,MAASS 112
2854,GSFS,300,001,Lecture,Research Inquiry in GSFS.,M,02:35 pm-05:25 pm,Alex Diva  Ketchum,RPHYS 115
2855,GSFS,302,001,Lecture,Current Topics 2.,WF,08:35 am-09:55 am,Twisha   Singh,ENGTR 2120
2856,GSFS,307,001,Lecture,Indigenous Feminisms.,F,02:35 pm-05:25 pm,Anna  Ms Shah Hoque,ARTS 150
2857,GSFS,401,001,Lecture,Special Topics 1.,R,08:35 am-11:25 am,TBA,TBA
7271,GSFS,406,001,Lecture,Trans*Feminisms.,R,08:35 am-11:25 am,Calev  Dr Litvack,EDUC 629
2858,GSFS,407,001,Lecture,Sexuality and Gender: New Directions.,M,11:35 am-02:25 pm,Roberto   Benedicto,EDUC 437
5103,GSFS,495D2,001,Colloquium,Honours/Joint Honours Colloquium.,T,02:35 pm-05:25 pm,Alex Diva  Ketchum,EDUC 613
549,HGEN,400,001,Lecture,Genetics in Medicine.,TR,10:05 am-11:25 am,"Ioannis   Ragoussis , Nancy Elise  Braverman , Philippe Joseph Martin  Campeau , Gratien   Dalpe , Jennifer   Fitzpatrick , William   Foulkes , Ziv Kalman  Gan-Or , Yann   Joly , Josee   Lavoie , Yasser   Riaz Alhosseini , Robert   Sladek",MCMED 1345
641,HGEN,661,001,Lecture,Population Genetics.,T,11:35 am-02:25 pm,Simon   Gravel,EDUC 211
811,HGEN,663,001,Lecture,Beyond the Human Genome.,W,08:35 am-11:25 am,Jacek Andrzej  Majewski,TBA
1005,HGEN,670,001,Lecture,Advances in Human Genetics 1.,T,08:35 am-11:25 am,"Claude   BhÃ©rer , Raquel   Cuella Martin , Vincent   Mooser , Daniel  Dr Taliun , Katerina   Trajanoska , Sirui   Zhou",BURN 719A
988,HGEN,673,001,Lecture,Methods and Concepts in Epigenetic Regulation Studies.,W,02:35 pm-05:25 pm,"Hamed   Shateri Najafabadi , William Abraham  Pastor , Stephane   Richard , Vahab   Soleimani , Michael   Witcher",FERR 230
822,HGEN,675,001,Lecture,Stem Cell Biology.,W,08:35 am-11:25 am,"Yojiro   Yamanaka , Colin   Crist , Kolja   Eppert , Carl Philip  Ernst , Jonathan   Kimmelman , Luke   McCaffrey , Janusz   Rak , Vahab   Soleimani",BURN 719A
939,HGEN,678,001,Lecture,Neurogenetics.,W,02:35 pm-05:25 pm,Ziv Kalman  Gan-Or,TBA
823,HGEN,693,001,Laboratory,Using Bioinformatics Resources.,W,11:35 am-02:25 pm,Claudia   Kleinman,ENGMC 10
901,HGEN,696,001,Reading Course,Advanced Readings in Genetics 1.,R,01:00 pm-04:00 pm,"Yasser   Riaz Alhosseini , Swneke Donovan  Bailey , William   Foulkes , Livia   Garzia , Claudia   Kleinman , David   LabbÃ© , David   Langlais , Ioannis   Ragoussis , Hamed   Shateri Najafabadi , Logan   Walsh , Ian Robert  Watson , Michael   Witcher , Ma'n Hilmi Mohammad  Zawati",TBA
616,HGEN,698,001,Reading Course,Advanced Readings in Genetics 3.,T,01:05 pm-02:55 pm,Loydie   Majewska,TBA
5106,HISP,210D2,001,Lecture,Spanish Language: Beginners.,MWF,08:35 am-09:25 am,Lucia   Chamanadjian,SH680 395
5107,HISP,210D2,002,Lecture,Spanish Language: Beginners.,MWF,09:35 am-10:25 am,Lucia   Chamanadjian,SH680 391
5108,HISP,210D2,003,Lecture,Spanish Language: Beginners.,MWF,10:35 am-11:25 am,"Rafael   Nunez , Lucia   Chamanadjian",SH680 391
5109,HISP,210D2,004,Lecture,Spanish Language: Beginners.,MWF,11:35 am-12:25 pm,"Rafael   Nunez , Lucia   Chamanadjian",SH680 391
2861,HISP,218,001,Lecture,Spanish Language Intensive - Elementary.,MTWR,02:35 pm-03:55 pm,"Alejandra   Barriales Bouche , Lucia   Chamanadjian",SH680 451
2862,HISP,218,002,Lecture,Spanish Language Intensive - Elementary.,MTWR,11:35 am-12:55 pm,"Alejandra   Barriales Bouche , Lucia   Chamanadjian",SH680 451
2863,HISP,219,001,Lecture,Spanish Language Intensive - Intermediate.,MTWR,10:05 am-11:25 am,"Maria Teresa   Mascaro , Lucia   Chamanadjian",SH680 495
2864,HISP,219,002,Lecture,Spanish Language Intensive - Intermediate.,MTWR,01:05 pm-02:25 pm,"Maria Teresa   Mascaro , Lucia   Chamanadjian",SH680 451
5110,HISP,220D2,001,Lecture,Spanish Language: Intermediate.,MWF,09:35 am-10:25 am,Lucia   Chamanadjian,SH680 395
5111,HISP,220D2,002,Lecture,Spanish Language: Intermediate.,MWF,10:35 am-11:25 am,Lucia   Chamanadjian,SH680 395
5112,HISP,220D2,003,Lecture,Spanish Language: Intermediate.,MWF,11:35 am-12:25 pm,"Anny   Guimont , Lucia   Chamanadjian",SH680 395
5113,HISP,220D2,004,Lecture,Spanish Language: Intermediate.,MWF,12:35 pm-01:25 pm,"Anny   Guimont , Lucia   Chamanadjian",SH680 395
2865,HISP,226,001,Lecture,Hispanic Civilization 2.,MW,01:05 pm-02:25 pm,Jose Ramon  Jouve-Martin,STBIO S1/3
2866,HISP,241,001,Lecture,Survey of Spanish Literature and Culture 1.,TR,04:05 pm-05:25 pm,Timothy Jason  Ostrom,LEA 110
2867,HISP,243,001,Lecture,Survey of Latin American Literature and Culture 1.,TR,11:35 am-12:55 pm,Cecily Colleen  Raynor,WONG 1030
2868,HISP,301,001,Lecture,Hispanic Literature and Culture in English 1.,TR,10:05 am-11:25 am,Amanda   Holmes,LEA 110
2869,HISP,341,001,Lecture,Spanish Cinema.,MW,04:05 pm-05:25 pm,Jerikho Ezzekiel   Amores,SH680 395
2870,HISP,357,001,Lecture,Latin American Digital Literature and Culture.,TR,02:35 pm-03:55 pm,Cecily Colleen  Raynor,SH680 355
2871,HISP,358,001,Lecture,Gender and Textualities.,TR,02:35 pm-03:55 pm,Amanda   Holmes,SH680 395
2872,HISP,692,001,Lecture,Special Topics 3.,M,02:35 pm-05:25 pm,Maria Fernanda  Macchi,SH680 465
2874,HIST,199,001,Seminar,FYS: History.,F,11:35 am-02:25 pm,Sabine Fave  Cadeau,SH680 451
2875,HIST,201,001,Lecture,Modern African History.,MW,08:35 am-09:55 am,Pedro   Monaville,STBIO N2/2
7526,HIST,201,002,Conference,Modern African History.,M,08:35 am-09:55 am,TBA,LEA 617
7527,HIST,201,003,Conference,Modern African History.,M,08:35 am-09:55 am,TBA,LEA 834
7528,HIST,201,004,Conference,Modern African History.,M,10:35 am-11:55 am,TBA,TBA
7529,HIST,201,005,Conference,Modern African History.,M,10:35 am-11:55 am,TBA,TBA
2876,HIST,203,001,Lecture,Survey: Canada since 1867.,MWF,01:35 pm-02:25 pm,David John   Wright,LEA 26
2877,HIST,203,002,Lecture,Survey: Canada since 1867.,TR,02:35 pm-03:55 pm,Edward Ira  Dunsworth,STBIO S3/3
7494,HIST,203,003,Conference,Survey: Canada since 1867.,F,12:35 pm-01:25 pm,TBA,LEA 638
7496,HIST,203,004,Conference,Survey: Canada since 1867.,R,01:35 pm-02:25 pm,TBA,LEA 638
7497,HIST,203,005,Conference,Survey: Canada since 1867.,R,02:35 pm-03:25 pm,TBA,LEA 638
7498,HIST,203,006,Conference,Survey: Canada since 1867.,R,03:35 pm-04:25 pm,TBA,TBA
7499,HIST,203,007,Conference,Survey: Canada since 1867.,F,01:35 pm-02:25 pm,TBA,LEA 638
2878,HIST,215,001,Lecture,Modern Europe.,MWF,12:35 pm-01:25 pm,Elizabeth   Elbourne,LEA 26
2879,HIST,218,001,Lecture,Modern East Asian History.,F,08:35 am-11:25 am,Dylan Michael Dr Suher,RPHYS 112
2880,HIST,221,001,Lecture,United States since 1865.,WF,04:05 pm-05:25 pm,Emma Ruth  Teitelman,ENGMD 279
2881,HIST,222,001,Lecture,History of Pandemics.,F,02:35 pm-05:25 pm,Jason Matthew  Opal,MCMED 1034
2882,HIST,223,001,Lecture,Indigenous Peoples and Empires.,TR,02:35 pm-03:55 pm,Iwa   Nawrocki,DUFF THTR 1
2883,HIST,226,001,Lecture,East Central & Southeaster Eur,TRF,11:35 am-12:25 pm,Natalia Nikkole  Cornett,RPHYS 118
2884,HIST,304,001,Lecture,International Relations History 2: Cold War.,MW,10:05 am-11:25 am,Lorenz Martin  Luthi,RPHYS 112
7538,HIST,304,002,Conference,International Relations History 2: Cold War.,R,02:35 pm-03:25 pm,TBA,TBA
7539,HIST,304,003,Conference,International Relations History 2: Cold War.,R,03:35 pm-04:25 pm,TBA,TBA
7540,HIST,304,004,Conference,International Relations History 2: Cold War.,F,10:35 am-11:25 am,TBA,TBA
2885,HIST,310,001,Lecture,Topic: The German Problem,MWF,09:35 am-10:25 am,James   Krapfl,RPHYS 114
2886,HIST,315,001,Lecture,Themes in World History.,MW,08:35 am-09:55 am,Travis Carl  Bruce,BIRKS 203
2887,HIST,320,001,Lecture,Topic: Global Feminism,MW,02:35 pm-03:55 pm,Natalia Nikkole  Cornett,LEA 212
2888,HIST,327,001,Lecture,Age of the American Revolution.,WF,11:35 am-12:55 pm,Michael James  La Monica,STBIO N2/2
2889,HIST,328,001,Lecture,Topic: China & The World,MWF,04:35 pm-05:25 pm,Jeremy   Tai,LEA 212
2890,HIST,333,001,Lecture,Indigenous Peoples and French.,MWF,11:35 am-12:25 pm,Catherine Macleod  Desbarats,LEA 110
7504,HIST,333,002,Conference,Indigenous Peoples and French.,F,10:35 am-11:25 am,TBA,LEA 638
7505,HIST,333,003,Conference,Indigenous Peoples and French.,F,11:35 am-12:25 pm,TBA,LEA 638
7506,HIST,333,004,Conference,Indigenous Peoples and French.,F,12:35 pm-01:25 pm,TBA,LEA 834
2891,HIST,341,001,Lecture,Topic: Gandhi and Gandhism,TR,08:35 am-09:55 am,Subho   Basu,BIRKS 203
2892,HIST,343,001,Lecture,Women in Post-Confederation Canada.,WF,01:05 pm-02:25 pm,Suzanne   Morton,LEA 212
7515,HIST,343,002,Conference,Women in Post-Confederation Canada.,F,12:35 pm-01:25 pm,TBA,TBA
7516,HIST,343,003,Conference,Women in Post-Confederation Canada.,F,01:35 pm-02:25 pm,TBA,LEA 212
2893,HIST,347,001,Lecture,History and Sexuality 2.,MWF,08:35 am-09:25 am,Brian D A   Lewis,STBIO S1/3
2894,HIST,350,001,Lecture,Science and the Enlightenment.,MW,08:35 am-09:55 am,Nicholas   Dew,ENGTR 0060
2895,HIST,351,001,Lecture,Topic: Black WomenIn N.America,TR,10:05 am-11:25 am,Melissa N.  Shaw,LEA 212
2896,HIST,363,001,Lecture,Canada 1870-1914.,TR,02:35 pm-03:55 pm,Don Bruce  Nerbas,TBA
2897,HIST,365,001,Lecture,China's Early Empires.,TR,02:35 pm-03:55 pm,Griet   Vankeerberghen,LEA 210
7509,HIST,365,002,Conference,China's Early Empires.,R,02:35 pm-03:25 pm,TBA,LEA 808
7510,HIST,365,003,Conference,China's Early Empires.,R,03:35 pm-04:25 pm,TBA,LEA 917
6940,HIST,369,001,Lecture,Greek History: Early Greece.,TR,08:35 am-09:55 am,TBA,BURN 1104
2898,HIST,370,001,Lecture,Topic: Abolition & Race Acts,TR,01:05 pm-02:25 pm,Melissa N.  Shaw,LEA 212
2899,HIST,375,001,Lecture,Rome: Republic to Empire.,MW,10:05 am-11:25 am,Brahm Herscovitch  Kleinman,RPHYS 118
7500,HIST,375,002,Conference,Rome: Republic to Empire.,W,10:05 am-11:25 am,TBA,TBA
7501,HIST,375,003,Conference,Rome: Republic to Empire.,W,10:05 am-11:25 am,TBA,TBA
7502,HIST,375,004,Conference,Rome: Republic to Empire.,W,11:35 am-12:55 pm,TBA,TBA
7503,HIST,375,005,Conference,Rome: Republic to Empire.,W,02:35 pm-03:55 pm,TBA,LEA 808
2900,HIST,392,001,Lecture,The United States since 1965.,MW,01:05 pm-02:25 pm,Leonard J   Moore,MDHAR G-10
2901,HIST,397,001,Lecture,"Canada: Ethnicity, Migration.",W,08:35 am-11:25 am,John   Zucchi,LEA 212
2902,HIST,399,001,Lecture,History and Historiography.,M,02:35 pm-05:25 pm,Brian D A   Lewis,LEA 721
2903,HIST,399,002,Lecture,History and Historiography.,T,02:35 pm-05:25 pm,John   Zucchi,LEA 116
2904,HIST,401,001,Lecture,Topics: Medieval Culture and Society.,R,08:35 am-11:25 am,Travis Carl  Bruce,FERR 476
2905,HIST,404,001,Lecture,The History of Confucius.,TR,11:35 am-12:55 pm,Griet   Vankeerberghen,LEA 721
2906,HIST,405,001,Lecture,Topic: Global 1960s,TR,02:35 pm-03:55 pm,"Pedro   Monaville , Subho   Basu",LEA 721
2907,HIST,409,001,Lecture,Topics in Latin American History.,TR,10:05 am-11:25 am,Sabine Fave  Cadeau,LEA 116
2908,HIST,420,001,Seminar,Gender and Sexuality in Modern China.,F,11:35 am-02:25 pm,Jeremy   Tai,LEA 721
2909,HIST,427,001,Lecture,The Hasidic Movement.,MW,10:05 am-11:25 am,TBA,LEA 116
2910,HIST,431,001,Lecture,Topics in U.S. History.,T,11:35 am-02:25 pm,Emma Ruth  Teitelman,RPHYS 115
2911,HIST,434,001,Lecture,British North America 1760-1867.,MW,08:35 am-09:55 am,Elsbeth   Heaman,ARTS 230
2912,HIST,435,001,Topics Course,Topic: PartitionIn S.AsianFilm,MW,02:35 pm-03:55 pm,Subho   Basu,ARTS 350
2913,HIST,437,001,Topics Course,Topic: History of McGill,WF,10:05 am-11:25 am,Suzanne   Morton,LEA 721
2914,HIST,438,001,Lecture,Topic: Berlin in the Cold War,T,08:35 am-11:25 am,Lorenz Martin  Luthi,EDUC 431
2915,HIST,452,001,Lecture,Topic:Medicine Pre-ModernWorld,F,02:35 pm-05:25 pm,Sebestian   Kroupa,EDUC 431
2916,HIST,457,001,Lecture,Topic: History of Psychiatry,M,02:35 pm-05:25 pm,Andrea   Tone,LEA 617
2917,HIST,469,001,Lecture,Topic: Ptolemaic & Seleucid,MW,02:35 pm-03:55 pm,Brahm Herscovitch  Kleinman,LEA 116
2919,HIST,503,001,Topics Course,Topic: PostWar EuropeanSociety,M,02:35 pm-05:25 pm,Judith E.  Szapor,LEA 917
2920,HIST,506,001,Seminar,Theory for Historical Studies.,F,08:35 am-11:25 am,Denise Noelani Manuela   Arista,SH680 295
2921,HIST,507,001,Seminar,Topics in Early Modern History.,T,02:35 pm-05:25 pm,Nicholas   Dew,LEA 617
2923,HIST,526,001,Seminar,Women and War.,R,11:35 am-01:25 pm,Malek   Abisaab,LEA 819
2924,HIST,560D2,001,Seminar,Topic: Afro Historiography,T,08:35 am-10:25 am,Pedro   Monaville,ARTS 385
5114,HIST,570D2,001,Seminar,Topics: Historical Interpretation.,M,11:35 am-01:25 pm,James   Krapfl,LEA 819
5115,HIST,574D2,001,Seminar,Topics in Comparative History.,M,08:35 am-10:25 am,Wendell Nii Laryea   Adjetey,LEA 917
5116,HIST,591D2,001,Seminar,Modern Middle East History.,W,12:35 pm-02:25 pm,Laila   Parsons,SH680 465
5117,HIST,597D2,001,Seminar,Topic: Mdrn Euro 18-20th Cent,R,01:35 pm-03:25 pm,Anastassios   Anastassiadis,ARTS W-5
5118,HIST,598D2,001,Seminar,Topics in Modern U.S. History.,W,03:35 pm-05:25 pm,Leonard J   Moore,LEA 638
2926,HIST,640,001,Seminar,Topic:Medicine Pre-ModernWorld,F,02:35 pm-05:25 pm,Sebestian   Kroupa,EDUC 431
6781,HIST,678,001,Seminar,"Topic: HistWrit:Cnd,Carib&US",F,11:35 am-01:25 pm,Edward Ira  Dunsworth,LEA 819
1024,HSED,601,001,Seminar,Introduction to Leadership in Health Sciences Education.,MTWRF,TBA,Linda   Snell,TBA
1025,HSED,602,001,Seminar,Introduction to Scholarship in Health Sciences Education.,MTWRF,TBA,Meredith Ellalaine  Young,TBA
902,HSED,702D2,001,Lecture,Advanced Topics in Health Sciences Education.,R,01:35 pm-04:25 pm,"Maryam   Wagner , Carlos Andres  Gomez-Garibello",TBA
946,HSED,703,001,Lecture,Research Design for Health Sciences Education.,T,01:35 pm-04:25 pm,Meredith Ellalaine  Young,TBA
2932,HSEL,309,001,Lecture,Women's Reproductive Health.,M,11:35 am-02:25 pm,Cheryl   Armistead,TBA
802,IGFS,611,001,Conference,"Advanced Issues on Development, Food and Agriculture.",TR,02:35 pm-04:25 pm,Elsa   Vasseur,CENTEN 1-163
916,IMED,301,002,Field Course (GDEU),TCP Internal Medicine.,W,09:00 am-09:50 am,TBA,000890 A2048A
2933,INDG,202,001,Lecture,Topics in Indigenous Studies 1.,MW,04:05 pm-05:25 pm,Jimena   Marquez,FERR 456
7439,INDG,302,001,Lecture,Introduction to Kanienâ€™kÃ©:ha.,W,11:35 am-02:25 pm,TBA,LEA 808
2934,INDG,400,001,Seminar,Seminar: Indigenous Studies.,R,03:35 pm-06:25 pm,David   Austin,FERR 105
2935,INDG,401,001,Seminar,Interdisciplinary Seminar in Indigenous Studies.,F,11:35 am-02:25 pm,Jimena   Marquez,FERR 408
2936,INDR,294,001,Lecture,Introduction to Labour-Management Relations.,MW,10:05 am-11:25 am,Chantal   Westgate,BRONF 410
2937,INDR,492,001,Lecture,Globalization and Labour Policy.,TR,10:05 am-11:25 am,Lorenzo  Dr Frangi,BRONF 340
2938,INDR,496,001,Lecture,Collective Bargaining.,MW,04:05 pm-05:25 pm,Chantal   Westgate,BRONF 410
2941,INFS,608,001,Lecture,Classification and Cataloguing.,R,05:35 pm-08:25 pm,TBA,BURN 1104
2942,INFS,611,001,Lecture,Research Principles & Analysis.,M,02:35 pm-05:25 pm,Ilja Hermanus E.  Frissen,EDUC 129
2943,INFS,615,001,Lecture,Reference and Information Services.,M,11:35 am-02:25 pm,Rebekah Jane   Willson,EDUC 433
2944,INFS,620,001,Lecture,Managing Information Organizations.,F,11:35 am-02:25 pm,France   Bouthillier,EDUC 129
2945,INFS,627,001,Lecture,User-Centered Design.,M,11:35 am-02:25 pm,Karyn Anne  Moffatt,LEA 212
2946,INFS,629,001,Lecture,Information Security.,T,05:35 pm-08:25 pm,TBA,EDUC 433
2947,INFS,630,001,Lecture,Data Mining.,F,08:35 am-11:25 am,Benjamin Chin Ming  Fung,SH680 361
2948,INFS,641,001,Lecture,Archival Description and Access.,F,02:35 pm-05:25 pm,TBA,LEA 14
2949,INFS,645,001,Lecture,Archival Principles and Practice.,R,08:35 am-11:25 am,Gracen   Brilmyer,EDUC 129
6761,INFS,649,002,Lecture,Digital Curation.,W,05:35 pm-08:25 pm,Ilja Hermanus E.  Frissen,EDUC 211
2951,INFS,656,001,Lecture,Abstracting and Indexing.,W,11:35 am-02:25 pm,TBA,EDUC 433
2952,INFS,661,001,Lecture,Knowledge Management.,R,05:35 pm-08:25 pm,TBA,EDUC 129
6763,INFS,663,002,Lecture,Knowledge Taxonomies.,M,05:35 pm-08:25 pm,TBA,LEA 210
2955,INFS,671,001,Lecture,Health Sciences Information.,R,02:35 pm-05:25 pm,Joan   Bartlett,EDUC 433
2956,INFS,691,001,Lecture,Topic: Academic Librarianship,W,02:35 pm-05:25 pm,Rebekah Jane   Willson,SADB 1/12
2957,INFS,692,001,Lecture,Special Topics 2.,R,02:35 pm-05:25 pm,TBA,BIRKS 017
7048,INFS,693,002,Lecture,Special Topics 3.,F,08:35 am-11:25 am,TBA,SH680 495
2960,INFS,704,001,Seminar,Research Design in Information Studies.,T,09:00 am-12:00 pm,Gracen   Brilmyer,PL3661 106
2961,INSY,336,001,Lecture,Data Handling and Coding for Analytics.,T,02:35 pm-05:25 pm,Tiange   Li,BRONF 205
2962,INSY,339,001,Lecture,IT Consulting.,M,11:35 am-02:25 pm,Sol   Tanguay,ARMST 265
2963,INSY,341,001,Lecture,Developing Business Applications.,MW,11:35 am-12:55 pm,Animesh   Animesh,BRONF 340
2965,INSY,431,051,Lecture,IT Implementation Management.,W,11:35 am-02:25 pm,Liette   Lapointe,ARMST 260
2966,INSY,434,001,Lecture,Topics in Information Systems 1.,W,02:35 pm-05:25 pm,Matthew   Goodman,BRONF 310
2967,INSY,437,001,Lecture,Managing Data and Databases.,M,02:35 pm-05:25 pm,Animesh   Animesh,ARMST 075
2968,INSY,442,001,Lecture,Data Analysis and Visualization.,W,02:35 pm-05:25 pm,Genevieve   Bassellier,BRONF 205
2969,INSY,446,001,Lecture,Data Mining for Business Analytics.,W,08:35 am-11:25 am,David  Mr Escobar-Vargas,BRONF 205
2970,INSY,450,001,Lecture,Information Systems Project Management.,MW,10:05 am-11:25 am,Sameer   Borwankar,BRONF 310
2971,INSY,455,001,Lecture,Technology and Innovation for Sustainability.,R,02:35 pm-05:25 pm,Usman   Tayyab,ARMST 375
